start,end,VAR00003,location,age,education,illiterateReason,address,schoolLeakage,workingStatus,socialStatus,ageOfMarriage,reasonOfMarriage,pregnant,disability,typeOfDisability,livingWithFamily,whereDoYouLive,whyLivingOutsideFamily,Version,ID,UUID,SubmissionTime,Index,gazaOrWestBank,type
2017-12-13T19:51:27.893+02,2017-12-13T19:52:25.327+02,null,Hebron City,17 - 18,Secondary education,Marriage,City,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335366,c856d730-2e74-4101-8adb-9a948b78f5d9,2017-12-13T17:59:51,976,West Bank,adolescentGirls
2017-12-13T19:52:55.327+02,2017-12-13T19:53:40.899+02,null,Hebron City,17 - 18,Secondary education,Marriage,City,Yes,Unemployed,Widowed,22 - 25,Your choice,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335367,6f17b1fc-7665-474e-b974-6df073f3d437,2017-12-13T17:59:52,977,West Bank,adolescentGirls
2017-12-13T19:53:44.143+02,2017-12-13T19:54:31.861+02,null,Hebron City,17 - 18,Illiterate,Family force,Village,Yes,Working,Single,22 - 25,null,null,Yes,Visual impairment,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335368,e9835d33-aab5-4bb2-8b46-3e4343695896,2017-12-13T17:59:52,978,West Bank,adolescentGirls
2017-12-13T19:54:34.400+02,2017-12-13T19:55:22.945+02,null,Hebron City,17 - 18,Secondary education,Economic conditions,City,Yes,Unemployed,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7335369,0887ebe6-bd5e-472d-b0b4-2edacc8d87c9,2017-12-13T17:59:53,979,West Bank,adolescentGirls
2017-12-13T19:55:25.800+02,2017-12-13T19:56:27.065+02,null,Hebron City,17 - 18,Basic education,Economic conditions,City,Yes,Unemployed,Single,19 - 21,null,null,No,null,No,With relatives,Orphan,vBfZBbTvzh8aQdmbds9u87,7336854,02a56f2c-b337-48f3-85a6-3babb53c15e7,2017-12-13T20:21:00,980,West Bank,adolescentGirls
2017-12-13T19:56:30.394+02,2017-12-13T19:57:18.136+02,null,Hebron City,17 - 18,Secondary education,Economic conditions,Village,Yes,Unemployed,Single,19 - 21,null,null,Yes,Visual impairment,No,With relatives,Family travel,vBfZBbTvzh8aQdmbds9u87,7336855,477041d2-aafe-4d3a-ac9e-7b352a56eab9,2017-12-13T20:21:01,981,West Bank,adolescentGirls
2017-12-13T19:57:21.064+02,2017-12-13T19:58:10.094+02,null,Hebron City,17 - 18,Secondary education,Economic conditions,City,Yes,Working,Married,22 - 25,Your choice,No,Yes,Visual impairment,No,With relatives,Violence by family,vBfZBbTvzh8aQdmbds9u87,7336857,a7c113e2-b5de-438f-89fb-f9095f6d54a9,2017-12-13T20:21:01,982,West Bank,adolescentGirls
2017-12-13T19:58:12.607+02,2017-12-13T19:59:11.874+02,null,Hebron City,13 - 14,Basic education,Economic conditions,Village,Yes,Unemployed,Married,19 - 21,Force by family,Yes,No,null,No,Safe house,Violence by family,vBfZBbTvzh8aQdmbds9u87,7336860,60d0083a-7863-429c-b6ae-2c1a61e3aac5,2017-12-13T20:21:02,983,West Bank,adolescentGirls
2017-12-13T09:04:40.439+02,2017-12-13T09:18:02.881+02,null,Jenin City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337673,d45ae089-19c2-4c3b-8dfe-48348b34ba41,2017-12-13T22:05:41,984,West Bank,adolescentGirls
2017-12-13T09:18:07.383+02,2017-12-13T09:20:32.882+02,null,Jenin City,15 - 16,Basic education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337675,3e6a5b54-87c6-41ed-b94f-0a07dbb368d9,2017-12-13T22:05:42,985,West Bank,adolescentGirls
2017-12-13T09:20:36.293+02,2017-12-13T09:22:09.130+02,null,Jenin City,15 - 16,Basic education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337676,1f337dfd-427a-4a91-84b9-3e93761013ee,2017-12-13T22:05:42,986,West Bank,adolescentGirls
2017-12-13T09:22:20.682+02,2017-12-13T09:23:33.320+02,null,Jenin City,15 - 16,Basic education,null,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337677,c97292a1-8eb5-499d-acf1-43efcabadc79,2017-12-13T22:05:42,987,West Bank,adolescentGirls
2017-12-13T09:23:47.669+02,2017-12-13T09:25:04.035+02,null,Jenin City,13 - 14,Basic education,null,City,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337678,346109bd-1b9d-4ff8-bbdb-c646ed67a4d0,2017-12-13T22:05:43,988,West Bank,adolescentGirls
2017-12-13T09:25:06.602+02,2017-12-13T09:27:04.584+02,null,Jenin City,13 - 14,Basic education,null,City,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337680,4dea63ec-58f8-45e9-94a2-07e9560a9b22,2017-12-13T22:05:43,989,West Bank,adolescentGirls
2017-12-13T09:27:17.444+02,2017-12-13T09:28:47.887+02,null,Jenin City,15 - 16,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337681,320928e4-0e30-4830-aa6b-61c35c854465,2017-12-13T22:05:44,990,West Bank,adolescentGirls
2017-12-13T09:28:57.937+02,2017-12-13T09:30:19.934+02,null,Jenin City,15 - 16,Basic education,null,City,Yes,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337682,16201fa0-afe6-472d-9b4c-d99261e355ef,2017-12-13T22:05:44,991,West Bank,adolescentGirls
2017-12-13T09:46:48.941+02,2017-12-13T09:48:50.367+02,null,Jenin City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337684,0dab01d2-fe97-484e-9211-e85a1811ac06,2017-12-13T22:05:45,992,West Bank,adolescentGirls
2017-12-13T09:48:54.175+02,2017-12-13T09:49:34.541+02,null,Jenin City,13 - 14,Basic education,null,City,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337685,08b07ab8-ec71-4811-a804-2f1f6d897dc5,2017-12-13T22:05:45,993,West Bank,adolescentGirls
2017-12-13T09:49:38.936+02,2017-12-13T09:50:58.582+02,null,Jenin City,17 - 18,Other,Marriage,City,Yes,Unemployed,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337686,38c476e0-93e0-46f7-a6ef-097fb5b89e05,2017-12-13T22:05:46,994,West Bank,adolescentGirls
2017-12-13T09:51:49.579+02,2017-12-13T09:52:32.876+02,null,Jenin City,17 - 18,Secondary education,null,City,Yes,Working,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337687,296b1160-d304-4818-8b9a-9bc53d04b0df,2017-12-13T22:05:46,995,West Bank,adolescentGirls
2017-12-13T09:52:46.023+02,2017-12-13T09:53:32.182+02,null,Jenin City,17 - 18,Basic education,Marriage,City,No,Unemployed,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337688,9549d402-2c1f-4b43-9228-89d017ac3533,2017-12-13T22:05:46,996,West Bank,adolescentGirls
2017-12-13T09:53:39.482+02,2017-12-13T09:54:30.168+02,null,Jenin City,17 - 18,Secondary education,null,City,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7337689,1ab5a079-9d36-4a00-aac2-e2ddaff7fa2d,2017-12-13T22:05:47,997,West Bank,adolescentGirls
2017-12-13T08:10:36.662+02,2017-12-13T08:11:50.766+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346119,a5734e74-26fb-49a2-83fd-1867fe922128,2017-12-14T08:30:46,998,Gaza,adolescentGirls
2017-12-13T08:12:15.403+02,2017-12-13T08:12:49.605+02,null,Gaza Middle,17 - 18,Secondary education,Marriage,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346123,e6effaa4-c566-47f8-af52-56377f8d8bb9,2017-12-14T08:30:55,999,Gaza,adolescentGirls
2017-12-13T08:12:52.586+02,2017-12-13T08:13:29.703+02,null,Gaza Middle,15 - 16,Basic education,Illness,Village,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346124,4ef67919-9f86-49f2-ae0a-2d59a26ce293,2017-12-14T08:30:56,1000,Gaza,adolescentGirls
2017-12-13T08:13:59.771+02,2017-12-13T08:14:43.299+02,null,Gaza Middle,13 - 14,Basic education,Illness,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346125,f82725c2-34db-4523-9745-95cedc01e038,2017-12-14T08:30:57,1001,Gaza,adolescentGirls
2017-12-13T09:49:14.036+02,2017-12-13T09:51:34.922+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346128,1b2bad00-d0ea-4b3d-afb4-b96cc4677153,2017-12-14T08:31:00,1002,Gaza,adolescentGirls
2017-12-13T09:51:45.286+02,2017-12-13T09:52:43.581+02,null,Gaza Middle,13 - 14,Basic education,Economic conditions,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346129,bb61ee01-6bec-48c9-b0b3-9fbcb5243b17,2017-12-14T08:31:02,1003,Gaza,adolescentGirls
2017-12-13T09:52:52.287+02,2017-12-13T09:53:34.459+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346130,2cd6d130-2c6e-48ae-ab17-722450b9d735,2017-12-14T08:31:04,1004,Gaza,adolescentGirls
2017-12-13T09:53:45.831+02,2017-12-13T09:55:12.386+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346131,276e3fe3-a50a-41dc-8e9c-fde96e18401a,2017-12-14T08:31:07,1005,Gaza,adolescentGirls
2017-12-13T09:55:26.478+02,2017-12-13T09:56:20.828+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346132,4438d5bc-6322-4b63-baeb-a23d21f88a25,2017-12-14T08:31:08,1006,Gaza,adolescentGirls
2017-12-13T09:56:41.137+02,2017-12-13T09:58:43.547+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346135,2c16be3b-d5e3-49c1-9fba-32df779c5d49,2017-12-14T08:31:10,1007,Gaza,adolescentGirls
2017-12-13T11:05:30.972+02,2017-12-13T11:06:43.796+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Village,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346141,d02b4dbc-c9f7-4cdb-aee6-296b32eeea98,2017-12-14T08:31:16,1008,Gaza,adolescentGirls
2017-12-13T11:06:55.089+02,2017-12-13T11:07:45.857+02,null,Gaza Middle,13 - 14,Basic education,Illness,Village,Yes,Unemployed,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346142,5601ae81-76bc-4243-a03f-4d91db545d94,2017-12-14T08:31:17,1009,Gaza,adolescentGirls
2017-12-13T11:08:33.241+02,2017-12-13T11:09:55.724+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346143,a8738ff7-e42f-44f6-9bb3-cbcbed31b862,2017-12-14T08:31:18,1010,Gaza,adolescentGirls
2017-12-13T11:10:02.128+02,2017-12-13T11:10:37.707+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346144,5ecf1d49-4c80-4182-a2d8-f3732c60f280,2017-12-14T08:31:19,1011,Gaza,adolescentGirls
2017-12-13T11:10:50.184+02,2017-12-13T11:11:33.341+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346145,11bd280b-3aa4-4c28-8180-2367cf9233e5,2017-12-14T08:31:20,1012,Gaza,adolescentGirls
2017-12-13T11:11:44.862+02,2017-12-13T11:12:19.636+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346147,356ac4de-5751-41fe-a045-09da17ee5f54,2017-12-14T08:31:21,1013,Gaza,adolescentGirls
2017-12-13T11:12:27.893+02,2017-12-13T11:13:07.275+02,null,Gaza Middle,13 - 14,Basic education,Economic conditions,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346148,3441f4b1-375c-4ee2-9ba3-ce3b1314120e,2017-12-14T08:31:22,1014,Gaza,adolescentGirls
2017-12-13T11:13:15.632+02,2017-12-13T11:14:48.038+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346149,84c1b6ea-de73-4efa-b13f-a86678ffcf31,2017-12-14T08:31:23,1015,Gaza,adolescentGirls
2017-12-13T11:15:12.242+02,2017-12-13T11:15:49.789+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346150,e1d09fd5-0ba7-41d4-9a3c-2f5f670a59b0,2017-12-14T08:31:24,1016,Gaza,adolescentGirls
2017-12-13T11:15:58.494+02,2017-12-13T11:16:57.369+02,null,Gaza Middle,15 - 16,Basic education,Economic conditions,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346151,7b245603-cc8f-4c4e-a741-25b9920a06b9,2017-12-14T08:31:25,1017,Gaza,adolescentGirls
2017-12-13T11:17:06.567+02,2017-12-13T11:17:58.789+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346152,a2718892-2805-421b-8fce-aa74687bff48,2017-12-14T08:31:26,1018,Gaza,adolescentGirls
2017-12-13T11:18:10.683+02,2017-12-13T11:19:17.933+02,null,Gaza Middle,17 - 18,Secondary education,Economic conditions,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346153,6547b704-4d7d-4f34-a6c9-4431de21c900,2017-12-14T08:31:27,1019,Gaza,adolescentGirls
2017-12-13T11:19:44.479+02,2017-12-13T11:20:19.130+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346154,65e7e632-f9a9-43a2-bd34-405ea51b8003,2017-12-14T08:31:28,1020,Gaza,adolescentGirls
2017-12-13T11:20:38.367+02,2017-12-13T11:21:15.623+02,null,Gaza Middle,15 - 16,Basic education,Illness,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346155,ee5d2350-4421-41f9-8d4a-f9f11d35934a,2017-12-14T08:31:30,1021,Gaza,adolescentGirls
2017-12-13T11:21:42.284+02,2017-12-13T11:23:42.774+02,null,Gaza Middle,17 - 18,Basic education,Marriage,Refugee camp,No,Student,Married,16 - 18,Your choice,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346156,e6d7d91b-c471-4621-8531-eab2d42164aa,2017-12-14T08:31:31,1022,Gaza,adolescentGirls
2017-12-13T11:28:09.542+02,2017-12-13T11:28:53.068+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346157,61eb9864-19af-4f76-b432-6cada3195583,2017-12-14T08:31:33,1023,Gaza,adolescentGirls
2017-12-13T11:29:00.104+02,2017-12-13T11:29:48.208+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346158,63727787-805b-40a8-be5b-9415fb2de1a6,2017-12-14T08:31:34,1024,Gaza,adolescentGirls
2017-12-13T11:30:02.233+02,2017-12-13T11:30:47.537+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346160,775d0401-2d74-4b6c-80f6-a5428d105229,2017-12-14T08:31:36,1025,Gaza,adolescentGirls
2017-12-13T11:30:59.726+02,2017-12-13T11:31:38.704+02,null,Gaza Middle,17 - 18,Secondary education,Economic conditions,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346163,42e6f98a-39f4-4f2b-972e-b95927e8fdbd,2017-12-14T08:31:40,1026,Gaza,adolescentGirls
2017-12-13T11:35:17.394+02,2017-12-13T11:36:09.313+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346169,fbdf88de-663f-4df9-bdef-b9347ada6e86,2017-12-14T08:31:59,1027,Gaza,adolescentGirls
2017-12-13T11:36:26.482+02,2017-12-13T11:36:58.831+02,null,Gaza Middle,15 - 16,Basic education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346170,f29000a0-b4f5-429d-a38d-4818a71228cc,2017-12-14T08:32:00,1028,Gaza,adolescentGirls
2017-12-13T14:59:05.214+02,2017-12-13T14:59:55.267+02,null,Gaza Middle,13 - 14,Basic education,Economic conditions,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346174,5200e082-a0e0-4498-9a26-9492000590e8,2017-12-14T08:32:02,1029,Gaza,adolescentGirls
2017-12-13T14:59:59.995+02,2017-12-13T15:00:52.605+02,null,Gaza Middle,15 - 16,Basic education,Illness,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346175,8ab9f0e8-4607-4226-9403-e1205b04c92b,2017-12-14T08:32:02,1030,Gaza,adolescentGirls
2017-12-13T15:01:12.170+02,2017-12-13T15:01:53.589+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7346176,19a2b397-54ce-4409-aa2e-275ef8ec1fa3,2017-12-14T08:32:02,1031,Gaza,adolescentGirls
2017-12-13T18:27:20.111+08,2017-12-13T18:29:57.955+08,null,Abu Dees,17 - 18,Other,Economic conditions,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360504,13162743-4399-4f1a-add2-2b97678d6670,2017-12-14T19:16:57,1032,West Bank,adolescentGirls
2017-12-13T18:31:47.183+08,2017-12-13T18:34:06.817+08,null,Abu Dees,15 - 16,Basic education,Economic conditions,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360505,993c6a33-0369-4eb3-9ecd-5c7f4672bbb7,2017-12-14T19:16:58,1033,West Bank,adolescentGirls
2017-12-13T18:34:46.505+08,2017-12-13T19:33:21.491+08,null,Abu Dees,15 - 16,Illiterate,Illness,Village,Yes,Unemployed,Single,16 - 18,null,null,Yes,Hearing impairment,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360506,ad6edf86-dddc-4334-b579-5c9e967209c1,2017-12-14T19:16:58,1034,West Bank,adolescentGirls
2017-12-13T19:33:27.161+08,2017-12-13T19:35:12.376+08,null,Abu Dees,17 - 18,Secondary education,Family force,Refugee camp,No,Unemployed,Married,16 - 18,Your choice,No,Yes,Mobility impairment,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360507,2e22976d-2fe1-4a78-976c-0a867b0c8c4c,2017-12-14T19:16:59,1035,West Bank,adolescentGirls
2017-12-13T19:35:16.461+08,2017-12-13T19:37:20.967+08,null,Abu Dees,13 - 14,Basic education,Economic conditions,Refugee camp,Yes,Unemployed,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360508,383afc69-16fe-4d19-bb61-ddf2dc523d69,2017-12-14T19:16:59,1036,West Bank,adolescentGirls
2017-12-13T19:37:24.548+08,2017-12-13T19:39:52.469+08,null,Abu Dees,13 - 14,Basic education,null,City,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360509,f881fac8-fd5c-4589-a4a2-b4398771b725,2017-12-14T19:16:59,1037,West Bank,adolescentGirls
2017-12-13T19:40:10.832+08,2017-12-13T19:43:57.160+08,null,Abu Dees,17 - 18,Other,null,Village,Yes,Working,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360510,432c4725-6183-48d1-a6ed-3456deb999df,2017-12-14T19:17:00,1038,West Bank,adolescentGirls
2017-12-13T19:44:04.913+08,2017-12-13T19:45:29.088+08,null,Abu Dees,13 - 14,Basic education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360512,b0555805-9189-4046-b195-2b646c29611a,2017-12-14T19:17:00,1039,West Bank,adolescentGirls
2017-12-13T19:45:41.642+08,2017-12-13T19:47:44.018+08,null,Abu Dees,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360513,66989f58-0570-45c7-9141-2ba188c30c1f,2017-12-14T19:17:01,1040,West Bank,adolescentGirls
2017-12-13T19:47:50.251+08,2017-12-13T19:49:04.669+08,null,Abu Dees,17 - 18,Secondary education,null,City,Yes,Student,Single,19 - 21,null,null,Yes,Visual impairment,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360514,1a93f6fd-f2c8-460d-96cf-de75df0b8ce5,2017-12-14T19:17:01,1041,West Bank,adolescentGirls
2017-12-13T19:49:14.477+08,2017-12-13T19:50:59.351+08,null,Abu Dees,17 - 18,Secondary education,null,City,No,Working,Married,19 - 21,Force by family,No,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360515,849d05c6-5626-465c-9e22-09f12b8dba8c,2017-12-14T19:17:01,1042,West Bank,adolescentGirls
2017-12-13T19:51:03.802+08,2017-12-13T19:52:44.513+08,null,Abu Dees,15 - 16,Basic education,Family force,Village,Yes,Unemployed,Single,More than 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360516,f41bcfff-68ab-4737-8aaf-a75830803992,2017-12-14T19:17:02,1043,West Bank,adolescentGirls
2017-12-13T19:52:52.317+08,2017-12-13T19:55:02.190+08,null,Abu Dees,15 - 16,Basic education,Family force,Refugee camp,Yes,Unemployed,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360517,bae3a278-2fcc-40da-b4c6-2e66de3f690a,2017-12-14T19:17:02,1044,West Bank,adolescentGirls
2017-12-13T19:55:10.974+08,2017-12-13T19:56:38.934+08,null,Abu Dees,15 - 16,Illiterate,Economic conditions,Refugee camp,No,Working,Single,16 - 18,null,null,No,null,No,With relatives,Violence by family,vEkfbM57sXGCysGYrGgt7z,7360518,9e276a3d-cbd2-4eb4-a10a-9a34c40e17f2,2017-12-14T19:17:03,1045,West Bank,adolescentGirls
2017-12-13T19:56:55.404+08,2017-12-13T19:58:29.179+08,null,Abu Dees,13 - 14,Illiterate,Family force,Refugee camp,Yes,Looking for a job,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360519,084e5d86-1201-4e3b-a4aa-3783b6687532,2017-12-14T19:17:03,1046,West Bank,adolescentGirls
2017-12-13T19:59:40.185+08,2017-12-13T20:00:21.534+08,null,Abu Dees,17 - 18,Secondary education,Economic conditions,City,No,Unemployed,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360520,a5261d5f-2f1c-4ab9-b72e-710c5cfebc78,2017-12-14T19:17:03,1047,West Bank,adolescentGirls
2017-12-13T20:02:00.394+08,2017-12-13T20:02:47.860+08,null,Abu Dees,15 - 16,Basic education,Family force,Refugee camp,Yes,Unemployed,Married,22 - 25,Force by family,No,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360521,12adc84e-10a1-4949-a370-511e63d221bb,2017-12-14T19:17:04,1048,West Bank,adolescentGirls
2017-12-13T20:03:45.909+08,2017-12-13T20:04:24.015+08,null,Abu Dees,13 - 14,Illiterate,Family force,Village,No,Looking for a job,Single,19 - 21,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360522,5e621ee0-63da-4df1-99fc-986879ca668a,2017-12-14T19:17:04,1049,West Bank,adolescentGirls
2017-12-13T20:05:18.269+08,2017-12-13T20:06:02.872+08,null,Abu Dees,17 - 18,Illiterate,Economic conditions,Village,No,Working,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7360523,549cf2f5-2e3d-4a32-bacc-0c65bcea9fff,2017-12-14T19:17:05,1050,West Bank,adolescentGirls
